a,b,diff,d,e,41.4303924,17.0251642
02615,5,82,nadsapa jeso madija ohuaadsa huati tajari ohuadsa ticcaridsaji tianaqui occa dsosenijidsa tidsepe ijini huajine najari naraha pohua attipa jehe ohua dsodsossede occa abi huatiadsa ppan odsaahui huajine occa odsahuaji occaniccana nidsa dsotodena tiadsa occaridsani huajine jehe taqui najari n,nazapa zeso madirra ouahaza uati tarrari —ouaza ticcarizarri tia naqui occa zossenirriza tizepe irriniuarrine narrari naraha poua attipa —rrehe oua zozossede occa abi uatiaza ppa ozauiuarrine occa ozauarri occaniccana niza zotodena tiaza occarizaniuarrine rrehe taqui narrari,,
02673,2,82,naraha martape ponicca odsa bica tocananihuajine badsima jipaqquimonadsa bica tanihuajine dsapani ijiridsajaro dsapani jiquejeredsa ponidsa tona joni nedsa sesodsa huati tajaro ohua dsodsosede ohua mota occa odsadsa odsepe ijini ohuimecote ohua acco cane jeredsape tiadsa bica taqui ponidsa huati tinaji ohua acco canaccani huajine najaro,naraha martape ponicca oza bica tocananiuarrine bazima rripaqquimanaza bica taniuarrine zapani irririzarraro zapani rrique rreraza poniza tonarroni naza zesoza uati tarraro —oua zozossede oua motta occa ozaza ozepe irrini ouimecote oua acco cane rrerezape tiaza bica taqui poniza uati tinarri oua acco canaccaniuarrine narraro,,
05087,4,82,nadsapa atioquiadsa bacco tanidsa nahuidsa madijari madihui pohua idi nadsapa bobode tojapomajari dsama arobeni carasiahuajicca odsa pananidsa odsa capamema najarodsa naco dsama arobeni pirisiahuajica odsa pananidsa aji odsa cajari cajari najarodsa naco qquide ccaridsapomajari djesodsa jehe quenajarideni madsima inahuatidsebaqquidsapa poccadeni jeheniji todacorani najaro,nazapa atioquiaza bacco taniza nauiza madirrari madiui poua idi nazapa bobode torrapomarrari zama arobeni carasiauarricca oza pananiza oza capamema narraroza naco zama arobeni piriziauarrica oza pananiza arri oza carrari carrari narraroza naco qquide ccarizapomarrari zesoza rrehe quenarrarideni bazima inauatizebaqquizapa poccadeni rrehenirri todacorani narraro,,
06835,4,82,aja pedropa tahide dsodio quejena-jarajaridenidsa jipade totoqquedsima napojari naraha dsotodepa imecotedeni jerosarehuajicca tiaco dsosse inajonabaqquijari najarideni jahui jonadsa pedrocca huima tojidsajaro aja imecotedeni jerosareccapa dsodio quejena-jarajaridenidsa jajahui tojedsima najarajarin,arra pedoropa taide zodeo querrena rrararrarideniza rripade totoqquezima naporrari naraha zotodepa imecotedeni zerozareuarricca tiaco zosse inarronabaqquirrari narrarideni rrauirronaza pedorocca uima torrizarraro arra imecotedeni zerozareccapa zodeo querrena rrararrarideniza rrarraui torrezima narrararrari,,
01482,4,81,nadsapa jeso jehe porocodsana tiquejenana najari nadsapa najari madija bodicca tocorime jahuininedsapa porocodsana jahui tojedsimaridsajari nanaja porocopa coridsa inidi huaji domo toqquedsippadsa cojojo quenajari toca tojedsippajari poroco badsimapa d mil quenajari coridsadsa je tocaniredsapa cacotedsa najari,nazapa zeso —rrehe porocozana tiquerrenana narrari nazapa narrari madirra bodicca tocorime rrauininezapa porocozana rraui torrezimarizarrari nanarra porocopa coriza inidiuarri domo toqquezippaza corro rro quenarrari tocatorrezipparrari poroco bazimapa mil quenarrari corizaza rre tocanirezapa cacotezanarrari,,
01556,4,81,nadsapa seso pohua dsepedsa pao idsaba aba idsaba nadsapa memehuaji tocattamacosadsa diodsa huati tajari jehe pepeji ticca daniji iadsa bica tahui najari nadsapa jeso canahuatori canajarijine pao aba najari tohuapidsa ica nabobiridsadsapa pohua huatimadedenidsa da inabaqquijari nadsapa pohuadenina madija jassi-jassi teri najaridenidsa da inabaqquiridsemanajari,nazapa zeso poua zepeza pao izaba aba izaba nazapa memeuarri tocattamacossaza deoza uati tarrari —rrehe peperri ticca danirri iaza bica taui narrari nazapa zeso canauatori canarrarirrine pao aba narrari touapiza icanabobirizazapa poua uatimadedeniza da inabaqquirrari nazapa pouadenina madirra rrassi rrassi teri narrarideniza da inabaqqui rizemanarrari,,
02174,5,81,nahui maqcerini dsoqquedsama amoneje tobacco pero madi jonajaroa huaja norini oc bacco tajari paja ponipe diodsa dada toqquimahuaji madijaro amosinihuaji totoqquena nejerani ponipe sihuajabote dsome naqui dio tohui nedsape damera tajaro jipehe naqui huajijiradsa nenebocossa najaro diosa naqui huajijiradsa huati huati tateje najaron,naui maqquirini zoqquezama amonerre tobaccopero madirronarraroa uarranorini bacco tarrariparra ponipe deoza dada toqquimauarri madirraro amossiniuarri totoqquena nerrerani ponipe ssiuarrabote zome naqui deotoui nezape damera tarraro rripehe naqui uarrirriraza nenebocossa narraro deoza naqui uarrirriraza uati uati taterre narraro,,
02329,2,81,naraha huada onihiccadsa dsabiso huenabote najari ia qquema nadsapa pohua tessedeni jipehe nebocosemanahuitohui najari deso nadsama najaro huimape seso aja namihuaji madidsapa pohua tessedeni pohuadsa huatidsema nadsa pohua tedseje jiji paqquimana najari paja naraha dsotode pohua inanadsoqquema nadsapa pohua tessedenipa jipehe nebocosemanaccahuitohui najari paja,naraha uada onihiccaza zabisso uenabote narrari iaqquemanazapa poua tessedeni rripehe nebocossemanauitoui narrari zeso nazama narraro uimape zeso arra namiuarri madizapa poua tessedeni pouaza uatizemanaza poua tezerre rrirripaqquimana narrariparra naraha zotode poua inanazoqque manazapa poua tessedenipa rripehe nebocosse manaccauitoui narrariparra,,
03781,4,81,djeso madija badsima mari icanabaqqui ipomajari ohuapi dsama badsimadsa ossihuejene ahuatoridsajaro madija ohuadsa toquejenajaripa ossihuejene cajimanahui ossihuejene cajimanadsapa camittehe jique-jeranicca naco cajimanahui nadsama camittehe jiquejeranicca cajimanadsapa huimasiricca dsidsinidsa toquejena-jarahuitohui nade jeso,zeso madirra bazima mari icanabaqquipomarrari —ouape zama bazimaza ossiuerrene auatorizarraro madirra ouaza toquerrenarraripa ossiuerrene carrimanaui ossiuerrene carrimanazapa camittehe rriquerreranicca naco carrimanaui nazama camittehe rriquerreranicca carrimanazapa uimasiricca ziziniza toquerrena rrarauitoui nade zeso,,
04007,4,81,najaro ima pe ssihuaja taqquedsama jahui tijaridsaji nani dsidsinijine huajo ticanire-jeranihuajine aja madija dsidsinidsa ccaridsadsapa pohua jahuine ssamo tahui nade najaro huima dseso huati huati taha jicadsapa pajamarahihuaji toccajari madija pohua qqui toquena-jarahuihuajine,narraro uimape ssiuarra taqquezama rraui tirrarizarri nani zizinirrine uarro ticanire rreraniuarrine arra madirra ziziniza ccarizazapa poua rrauine ssamo taui nade narraro uima zeso uati uati taha rricazapa parramarauiuarri toccarrari madirra poua qqui toquena rrarauiuarrine,,
05047,5,81,ajijaro dsamape dio inahuatojaro aja badsima caji taridsajari naco dio inahuato-ridsajari pohua inahuato-ridsajaripa dio pohuana badsima ecahuajaro meme ecahua nami ecahua najaro diopa madijacca nahuatonijidsa madi ridsa-jarahui pina odsadsa siba nahuatonidsa diopa nama nahuidsa madi ridsa-jarahui n,—arrirraro zamape deo inauatorraro arra bazima carri tarizarrari naco deo inauatorizarrari poua inauatorizarraripa deo pouana bazima ecauarraro meme ecaua nami ecaua narraro deopa madirracca nauatonirriza madiriza rraraui pina ozaza siba nauatoniza deopa nama nauiza madiriza rraraui,,
08953,4,81,nadsapa deni tojahuicca huihuittari bicabotedsa huittari canahuihuaji qqui onanaja ehuehue bedi jeso pina inanadsoqquemana pojarissa naraha hua canajari pohuapa camittehe cajimanajarideni c quenajari cacahuade c quenajari domodeni huahui nocconidsa huajari aja ori s nocco s najaripa dio corime s naha dsama badsimadsa qquide jahuiridsahui huajine dio dsosse inabaqquijari,nazapa deni torrauicca uiuittari bicaboteza uittari canauiuarri qqui onanarra eueue bedi zeso pina inanazoqque manaporrarissa naraha ua canarrari pouapa camittehe carrimanarrarideni quenarrari cacauade quenarrari domodeni uaui nocconiza uarrari arra ori nocco narraripa deo corime naha zama bazimaza qquide rrauirizauiuarrine deo zosse inabaqquirrari,,
09225,3,81,majojo ova ppejene ahua bono jitona oquine faria nappori tahuicca ajoi jidsadsa tirico naco eheccajonemana najari bohui caujaro todsepetaji jojorede ehuehue cahujaro madija jojorede nami jojo ppade cajoaro jocajoca ihi cana najaro madija escravodeni naco eccajona-baqquimanajari nadsa madija tabarideni naco eccajonabaqquimanajari najari,marrorro uva pperrene aua bono rritona oquine farinha nappori tauicca arroi rrizaza tirico naco eheccarronemana narrari boui cavaro tozepetarri rrorrorede eueue cavaro madirra rrorrorede nami rrorroppade cavaro rroca rroca ihicana narraro madirra escravos deni naco eccarronabaqquimanarrari naza madirra tabarideni naco eccarronabaqquimanarrari narrari,,
09290,5,81,nadsapa ohuadsa huati tajari ajijaro huima huati onajarope tojanissa tehe jicani ohuape ohua ajijarodsama nahuato pojera ccadsama omadipojaro nidsa dsotode ajijarodsama jicaraha ohuape omadi dsanaponitohui madija bacco jocoridsadsapa passo camittehecca qquenajaro dse nahuihuajine pohuadsa da onanitohui pohuadsa manaconi onejeranitohui,nazapa ouaza uati tarrari —arrirraro uima uati onarrarope torranissa tehe rricani ouape oua arrirraro zama nauatopo rreraccazama omadiporraro niza zotode arrirraro zama rricaraha ouape omadi zanaponitoui madirra bacco rrocorizazapa passo camittehecca qquenarraro ze nauiuarrine pouaza da onanitoui pouaza manaconi onerreranitoui,,
00073,5,80,najarina dio corime tibodidenidsa madihuihuajine tiadenidsa inanaridsahuitohui pohuapa pohuadsa toquejena-jarajaridenipa jororoni jiquejeranihuaji hua idsima-baqquihuihuajine pajirejari ohuape ajimani ojani pina pocca dsodsossessa onanihuajinepe opajire-jerani pohua amoricca sadaria dsojode naqui opajire-jerani nahuinade dsohuaon,narrarina deo corime tibodideniza madiuiuarrine tiadeniza inanarizauitoui pouapa pouaza toquerrena rrararraridenipa rrororoni rriquerreraniuarri ua izimabaqquiuiuarrine parrirerrari ouape arrimani orrani pina pocca zozossessa onaniuarrinepe oparrire rrerani poua amoricca sadaria zorrode naqui oparrire rrerani naui nade zouao,,
02673,2,80,naraha martape ponicca odsa bica tocananihuajine badsima jipaqquimonadsa bica tanihuajine dsapani ijiridsajaro dsapani jique jeradsa ponidsa tona joni nadsa dsesodsa huati tajaro ohua dsodsossede ohua motta occa odsadsa odsepe ijini ohuimecote ohua acco canejeredsape tiadsa bica taqui ponidsa huati tinaji ohua acco canaccani huajine najaro,naraha martape ponicca oza bica tocananiuarrine bazima rripaqquimanaza bica taniuarrine zapani irririzarraro zapani rrique rreraza poniza tonarroni naza zesoza uati tarraro —oua zozossede oua motta occa ozaza ozepe irrini ouimecote oua acco cane rrerezape tiaza bica taqui poniza uati tinarri oua acco canaccaniuarrine narraro,,
03153,4,80,nadsama najaro siba dacorehe cajijarodsa madija tohuedimemanadsapa poccadeni huima tossamodsape assiredeni tajo risemanajarissa quenahuitohui najaro siba madijadsa ssonaridsape mere tocaniredsapa jami roma nahuissa tahuitohui najari dseso pohua tahui mari huati tadsa aja pohua atti nama najaripa madija pohuadsa pajissa quena-jaradsapa paja jicarihui nahuitohui najari,nazama narraro siba dacorehe carrirraroza madirra touedimemanazapa poccadeni uima tossamozape assiredeni tarroririzemanarrarissa quenauitoui narraro siba madirraza ssonarizape mere tocanirezapa rramiromanauissa tauitoui narrari zeso poua tauimari uati taza arra poua atti nama narraripa madirra pouaza parrissa quena rrarazapa parra rricariui nauitoui narrari,,
03368,4,80,nedsape odsahuaji jahui tojanidsa majojo majoni bica tajaro ahua majeconi majoni bica tajaro najorema najaro pina jodiodeni poccadeni madija dsoqquejari assiredsa sse inamaromanajari huissa inamaromanajarissa inanemananihuajine najorema najaro nedsape jasinajacca huada tojuedsape jassi quenajaro pina moisecca marinajassa inanema najaro,nezape ozauarri rraui torraniza marrorro marroni bica tarraro aua marriconi marroni bica tarraro narroremanarraro pina zodeodeni poccadeni madirra zoqquerrari assireza sse inamaromanarrari uissa inamaromanarrarissa inanemananiuarrine narroremanarraro nezape rrassinarracca uada torrezape rrassi quenarraro pina moizecca marinarrassa inanemanarraro,,
03733,2,80,aja madija pocca huima huati huati tataja najaripa madija ohuaha pohuadsa a tiape nahuato tinani nahuihuajine huati huati tataja najari naraha madija ohuaha huati huati tataja najaripa ajijaro huimape ojine jerani ohua cadsossedecca huima pohua dsara tetidsemanaji najari najarina pajisehecca huima huati huati tataja najari maidsa-jarajari nade jeso,arra madirra pocca uima uati uati tatarra narraripa madirra ouaha pouaza a tiape nauato tinani nauiuarrine uati uati tatarra narrari naraha madirra ouaha uati uati tatarra narraripa arrirraro uimape orrine rrerani oua cazossedecca uima pouazara tetizemanarri narrari narrarina parrissehecca uima uati uati tatarra narrari maiza rrararrari nade zeso,,
06312,3,80,nadsama aji ijariqquijaro dsodeodeni dsodeo-jarajarideni madijacca dsodsosse toquejenajarideni madijacca dsodsosse toquejena-jarajarideni ia badsima jesocristodsa iquejenapodsape dio pohua corime iadsa tojaridsajaripaja dio corimejine badsima cristodsa ijariqquijarope pina cristo pohua assire ojariassa inajaropaji,nazama arri irrariqquirraro zodeodeni zodeo rrararrarideni madirracca zozosse toquerrenarrarideni madirracca zozosse toquerrena rrararrarideni ia bazima zeso cristoza iquerrenapozape deo poua corime iaza torrarizarrariparra deo corimerrine bazima cristoza irrariqquirrarope pina cristo poua assire orrariassa inarraroparri,,
06846,3,80,ohuapi jesocristo tedseje ahua pori macossanidsa ipa majo najarossa nedsa occa madie jadanibotepe jicajaro jidapanapa cristona ohuadsa madijari nadsama ajijaro namidsa ohua ssirema omadiccadsape dio bedi jesocristodsa jehe odsanapodsa omadijaro najarina otohui huati huana tajaride ohua tonassihuahuahui huajine dsoqquehedsa pohua ccaccorajaride,ouape zeso cristo tezerre aua porimacossaniza ipamarronarrarossa neza occa madie rradanibotepe rricarraro rridapanapa cristona ouaza madirrari nazama arrirraro namiza ouassirema omadiccazape deo bedi zeso cristoza rrehe ozanapoza omadirraro narrarina otoui uati uana tarraride oua tonassiuauauiuarrine zoqqueheza poua ccaccorarraride,,
08107,3,80,occa marinajadsa ibora qquiri nahui huajine pajiremana jarahui qqui onedsa ohuattipe israeo potemahuidenidsa occa jehacanirenijicca huima dsatira ona nana onajaro nahuinade dio nadsama occa jehacanireniji dsatipe ajima nani huajine pohuadeni bodidsa onananitohui pina pohuadeni bodidsa dodso onajarosa nanitohui huatideni jimemana jarahui huajine,—occa marinarraza iboraqquiri nauiuarrine parriremana rraraui qqui oneza ouattipe izarraeo potemauideniza occa rrehe canirenirricca uima zatira onanana onarraro naui nade deo —nazama occa rrehe canirenirri zatipe arrima naniuarrine pouadeni bodiza onananitoui pina pouadeni bodiza dozo onarrarossa nanitoui uatideni rrimemana rrarauiuarrine,,
08970,3,80,nadsapa caharo ohuaha maccohui qquenajari najari cafaro idedsa huittarijaridsa dacorehe da inajaro dsama badsimadsa jonehe ina-jicaridsani huajine pohuajine madija jadsire inanemanedsa ajahuaji tojica ajahuaji tojica naridsemanahui huajine pohuadsa jadsire huajine massito imenibote naqui da inade,nazapa cavaro ouaha maccoui qquenarrari narrari cavaro ideza uittarirrariza dacorehe da inarraro zama bazimaza rronehe inarricarizaniuarrine pouarrine madirra rrazire inanemaneza arrauarri torrica arrauarri torrica narizemanauiuarrine pouaza rrazireuarrine massito imenibote naqui da canade,,
00760,3,79,pocca ehuehue bacco inadsapa huatidsehuitohui pocca ehuehue nnuinaha amosi huaja-jaradsa naco huatidse tahui ehuehue jinedepa pocca ehuehue amosi najari bacco inanidsapa denima huatidse tahui,pocca eueue bacco inanizapa uatizeuitoui pocca eueue naha amossiuarra rraraza naco uatize taui parrissehera tiadeniza uati onarraro eueue rrinedepa pocca eueue amossi narrari bacco inanizapa denima uatize taui,,
01187,3,79,nadsapa jeso pohuatohui jahuijonajaridenidsa huati tajari nejecotohui tiadenipe ohua dama tiquenanihuajine jadsirecca masitoma huahuaccama jahui tijajonajaro nema tiquenehedsape pina bobotide tohui jahui tijajonajarossa najaro nedsa tiadenidsama huaji jiradsa diodsa dada toqquimahuaji marimari ohonaneraha ohua dama tiquenehe nejerade,nazapa zeso pouatoui rrauirronarrarideniza uati tarrari —nerrecotoui tiadenipe oua dama tiquenaniuarrine rrazirecca massitoma uauaccama rraui tirrarronarraro nema tiquenezape pina bobotidetoui rraui tirrarronarrarossa narraro neza tiadenizama uarrirriraza deoza dada toqquimauarri mari mari ohonaneraha oua dama tiquenehe nerrerade,,
01899,4,79,ohuapi madija bedi ojajaroa occa ronapomanicca huimape pina ajijaro huimassa najaro madijapa dsamohuaji tanihuaji toccahuihuajine oppemadsapa pocca odsa ecahuemananihuajine pocca dsodosse nahuidsa inebobaqquijari badsimapa dsepedeni ijimanahuihuajine tarabaia onihi onihi cajiridsemanajari jinedepa totoqquedsima cacahuadedsa otohui ticattomacanana nadsapa toccajari,ouape madirra bedi orrarraroa occaronapomanicca uimape pina arrirraro uimassa narraro madirrapa zama uarri taniuarri toccauiuarrine rroppemazapa pocca oza ecauemananiuarrine pocca zozosse nauiza inebobaqquirrari bazimapa zepedeni irrimanauiuarrine tarabaia onihi onihi carririzemanarrari rrinedepa totoqquezima cacauadeza otoui ticattoma canana nazapa toccarrari,,
