"language","version","stocknumber","filesetid","type","script","iso639","bibleid"
"Alur","1970 Bible Society of Uganda","N2ALZ/BSU","ALZBSUN2DA","audio_drama","Latn","alz","ALZBSU"
"Alur","1970 Bible Society of Uganda","N2ALZ/BSU","ALZBSUN2DA16","audio_drama","Latn","alz","ALZBSU"
"Alur","1970 Bible Society of Uganda","N2ALZ/BSU","ALZBSUP2DV","video_stream","Latn","alz","ALZBSU"
"Alamblak","2013 Wycliffe Bible Translators, Inc.","N2AMP/WBT","AM1WBT","text_format","Latn","amp","AMPWBT"
"Alamblak","2013 Wycliffe Bible Translators, Inc.","N2AMP/WBT","AM1WBT","text_plain","Latn","amp","AMPWBT"
"Yanesha'","2014 Liga Bíblica del Peru","N2AME/TBL","AMETBL","text_format","Latn","ame","AMETBL"
"Yanesha'","2014 Liga Bíblica del Peru","N2AME/TBL","AMETBL","text_plain","Latn","ame","AMETBL"
"Yanesha'","2014 Liga Bíblica del Peru","N2AME/TBL","AMETBLN1DA","audio","Latn","ame","AMETBL"
"Yanesha'","2014 Liga Bíblica del Peru","N2AME/TBL","AMETBLN2DA","audio_drama","Latn","ame","AMETBL"
"Yanesha'","2014 Liga Bíblica del Peru","N2AME/TBL","AMETBLN2DA16","audio_drama","Latn","ame","AMETBL"
"Hamer-Banna","Ethiopian Kale Heywet Church / SIM, 2014 A.D.","N2AMF/SIM","AMFSIM","text_plain","Latn","amf","AMFSIM"
"Hamer-Banna","Ethiopian Kale Heywet Church / SIM, 2014 A.D.","N2AMF/SIM","AMFSIMN1DA","audio","Latn","amf","AMFSIM"
"Hamer-Banna","Ethiopian Kale Heywet Church / SIM, 2014 A.D.","N2AMF/SIM","AMFSIMN1DA16","audio","Latn","amf","AMFSIM"
"Hamer-Banna","Ethiopian Kale Heywet Church / SIM, 2014 A.D.","N2AMF/SIM","AMFSIMN2DA","audio_drama","Latn","amf","AMFSIM"
"Hamer-Banna","Ethiopian Kale Heywet Church / SIM, 2014 A.D.","N2AMF/SIM","AMFSIMN2DA16","audio_drama","Latn","amf","AMFSIM"
"Hamer-Banna","Ethiopian Kale Heywet Church / SIM, 2014 A.D.","N2AMF/SIM","AMFSIMP2DV","video_stream","Latn","amf","AMFSIM"
"Amharic","New Amharic Standard Version (NASV) መጽሐፍ ቅዱስ፥ አዲሱ መደበኛ ትርጒም","N1AMH/BIB","AMHBIB","text_format","Ethi","amh","AMHNIV"
"Amharic","New Amharic Standard Version (NASV) መጽሐፍ ቅዱስ፥ አዲሱ መደበኛ ትርጒም","N1AMH/BIB","AMHBIB","text_plain","Ethi","amh","AMHNIV"
"Amharic","New Amharic Standard Version (NASV) መጽሐፍ ቅዱስ፥ አዲሱ መደበኛ ትርጒም","N1AMH/BIB","AMHBIBN1DA","audio","Ethi","amh","AMHNIV"
"Amharic","New Amharic Standard Version (NASV) መጽሐፍ ቅዱስ፥ አዲሱ መደበኛ ትርጒም","O1AMH/BIB","AMHBIBO1DA","audio","Ethi","amh","AMHNIV"
"Amharic","New Amharic Standard Version (NASV) መጽሐፍ ቅዱስ፥ አዲሱ መደበኛ ትርጒም","O1AMH/BIB","AMHBIBO1DA16","audio","Ethi","amh","AMHNIV"
"Amharic","New Amharic Standard Version (NASV) መጽሐፍ ቅዱስ፥ አዲሱ መደበኛ ትርጒም","P2AMH/LPF","AMHBIBP2DV","video_stream","Ethi","amh","AMHNIV"
"Amharic","1962 Bible Society of Ethiopia","N2AMH/EVG","AMHEVG","text_plain","Ethi","amh","AMHEVG"
"Amharic","Orthodox-Septuagint Deuterocanonical Version","N2AMH/SDV","AMHSDV","text_plain","Ethi","amh","AMHSDV"
"Amis","2019 Bible Society in Taiwan","N2AMI/BST","AMIBST","text_plain","Latn","ami","AMIBST"
"Amis","2019 Bible Society in Taiwan","N2AMI/BST","AMIBST","text_format","Latn","ami","AMIBST"
"Amis","2019 Bible Society in Taiwan","N2AMI/BST","AMIBSTN1DA","audio","Latn","ami","AMIBST"
"Amis","2019 Bible Society in Taiwan","N2AMI/BST","AMIBSTN2DA","audio_drama","Latn","ami","AMIBST"
"Ambai","2010 Wycliffe Bible Translators, Inc","N2AMK/WBT","AMKWBT","text_format","Latn","amk","AMKWBT"
"Ambai","2010 Wycliffe Bible Translators, Inc","N2AMK/WBT","AMKWBT","text_plain","Latn","amk","AMKWBT"
"Ambai","2010 Wycliffe Bible Translators, Inc","N2AMK/WBT","AMKWBTN1DA","audio","Latn","amk","AMKWBT"
"Ambai","2010 Wycliffe Bible Translators, Inc","N2AMK/WBT","AMKWBTN1DA16","audio","Latn","amk","AMKWBT"
"Ambai","2010 Wycliffe Bible Translators, Inc","N2AMK/WBT","AMKWBTN2DA","audio_drama","Latn","amk","AMKWBT"
"Ambai","2010 Wycliffe Bible Translators, Inc","N2AMK/WBT","AMKWBTN2DA16","audio_drama","Latn","amk","AMKWBT"
"Ama (Papua New Guinea)","1990, 2009 Wycliffe Bible Translators, Inc.","N2AMM/WBT","AMMWBT","text_plain","Latn","amm","AMMWBT"
"Amanab","2001 The Bible Society of Papua New Guinea","N2AMN/PNG","AMNPNG","text_plain","Latn","amn","AMNPNG"
"Amanab","2001 The Bible Society of Papua New Guinea","N2AMN/PNG","AMNPNG","text_format","Latn","amn","AMNPNG"
"Amarakaeri","1986, 2008 La Liga Bíblica","N2AMR/TBL","AMRTBL","text_format","Latn","amr","AMRTBL"
"Amarakaeri","1986, 2008 La Liga Bíblica","N2AMR/TBL","AMRTBL","text_plain","Latn","amr","AMRTBL"
"Guerrero Amuzgo","Bible League International","N2AMU/MVR","AMUMVR","text_plain","Latn","amu","AMUMVR"
"Obolo","1991 Wycliffe Bible Translators Inc.","N2ANN/WBT","ANNWBT","text_plain",NULL,"ann","ANNWBT"
"Obolo","1991 Wycliffe Bible Translators Inc.","N2ANN/WBT","ANNWBTN2DA","audio_drama",NULL,"ann","ANNWBT"
"Obolo","1991 Wycliffe Bible Translators Inc.","N2ANN/WBT","ANNWBTN2DA16","audio_drama",NULL,"ann","ANNWBT"
"Denya","2010 Wycliffe Bible Translators Inc.","N2ANV/WBT","ANVWBT","text_format","Latn","anv","ANVWBT"
"Denya","2010 Wycliffe Bible Translators Inc.","N2ANV/WBT","ANVWBT","text_plain","Latn","anv","ANVWBT"
"Denya","2010 Wycliffe Bible Translators Inc.","N2ANV/WBT","ANVWBTN2DA","audio_drama","Latn","anv","ANVWBT"
"Denya","2010 Wycliffe Bible Translators Inc.","N2ANV/WBT","ANVWBTN2DA16","audio_drama","Latn","anv","ANVWBT"
"Denya","2010 Wycliffe Bible Translators Inc.","N2ANV/WBT","ANVWBTP2DV","video_stream","Latn","anv","ANVWBT"
"Anyin","1997 Wycliffe Bible Translators, Inc","N2ANY/WBT","ANYWBT","text_format","Latn","any","ANYWBT"
"Anyin","1997 Wycliffe Bible Translators, Inc","N2ANY/WBT","ANYWBT","text_plain","Latn","any","ANYWBT"
"Anyin","1997 Wycliffe Bible Translators, Inc","N2ANY/WBT","ANYWBTN1DA","audio","Latn","any","ANYWBT"
"Anyin","1997 Wycliffe Bible Translators, Inc","N2ANY/WBT","ANYWBTN1DA16","audio","Latn","any","ANYWBT"
"Anyin","1997 Wycliffe Bible Translators, Inc","N2ANY/WBT","ANYWBTN2DA","audio_drama","Latn","any","ANYWBT"
"Anyin","1997 Wycliffe Bible Translators, Inc","N2ANY/WBT","ANYWBTN2DA16","audio_drama","Latn","any","ANYWBT"
"Anyin","1997 Wycliffe Bible Translators, Inc","N2ANY/WBT","ANYWBTP2DV","video_stream","Latn","any","ANYWBT"
"Mufian","1998 Wycliffe Bible Translators, Inc.","N2AOJ/FIL","AO1FIL","text_plain","Latn","aoj","AOJFIL"
"Mufian","1998, Wycliffe Bible Translators, Inc.","N2AOJ/WBT","AOJWBT","text_plain","Latn","aoj","AOJWBT"
"Ömie","1991 Wycliffe Bible Translators, Inc.","N2AOM/WBT","AOMWBT","text_plain","Latn","aom","AOMWBT"
"Bumbita Arapesh","2003 Bible League","N2AON/TBL","AONTBL","text_format","Latn","aon","AONTBL"
"Bumbita Arapesh","2003 Bible League","N2AON/TBL","AONTBL","text_plain","Latn","aon","AONTBL"
"Uab Meto","2000 Edition","N2AOZ/LAI","AOZLAI","text_format","Latn","aoz","AOZLAI"
"Uab Meto","2000 Edition","N2AOZ/LAI","AOZLAI","text_plain","Latn","aoz","AOZLAI"
"Sa'a","2005 WBT","N2APB/WYI","APBWYI","text_plain","Latn","apb","APBWYI"
"Sudanese Arabic","Sharif (Sudanese) Version","N2APD/ASV","APDAS2","text_plain","Arab","apd","APDASV"
"Sudanese Arabic","Sharif (Sudanese) Version","N2APD/ASV","APDAS2N2DA","audio_drama","Arab","apd","APDASV"
"Sudanese Arabic","Sharif (Sudanese) Version","N2APD/ASV","APDAS2N2DA16","audio_drama","Arab","apd","APDASV"
"Sudanese Arabic","Sharif (Sudanese) Version","N2APD/ASV","APDASVP2DV","video_stream","Arab","apd","APDASV"
"Bukiyip","2013, Wycliffe Bible Translators, Inc. All rights reserved.","N2APE/WBT","APEWBT","text_plain","Latn","ape","APEWBT"
"Bukiyip","2013, Wycliffe Bible Translators, Inc. All rights reserved.","N2APE/WBT","APEWBT","text_format","Latn","ape","APEWBT"
"Pahanan Agta","2016 Christian Missions for the Unreached","N2APF/CMU","APFCMU","text_format","Latn","apf","APFCMU"
"Pahanan Agta","2016 Christian Missions for the Unreached","N2APF/CMU","APFCMU","text_plain","Latn","apf","APFCMU"
"Pahanan Agta","2016 Christian Missions for the Unreached","N2APF/CMU","APFCMUN1DA","audio","Latn","apf","APFCMU"
"Pahanan Agta","2016 Christian Missions for the Unreached","N2APF/CMU","APFCMUN1DA16","audio","Latn","apf","APFCMU"
"Pahanan Agta","2016 Christian Missions for the Unreached","N2APF/CMU","APFCMUN2DA","audio_drama","Latn","apf","APFCMU"
"Pahanan Agta","2016 Christian Missions for the Unreached","N2APF/CMU","APFCMUN2DA16","audio_drama","Latn","apf","APFCMU"
"Pahanan Agta","2016 Christian Missions for the Unreached","N2APF/CMU","APFCMUP2DV","video_stream","Latn","apf","APFCMU"
"Arop-Lokep","2013 Wycliffe Bible Translators, Inc","N1APR/WBT","APRWBT","text_format","Latn","apr","APRWBT"
"Arop-Lokep","2013 Wycliffe Bible Translators, Inc","N1APR/WBT","APRWBT","text_plain","Latn","apr","APRWBT"
"Arop-Lokep","2013 Wycliffe Bible Translators, Inc","N1APR/WBT","APRWBTN1DA","audio","Latn","apr","APRWBT"
"Arop-Lokep","2013 Wycliffe Bible Translators, Inc","N1APR/WBT","APRWBTN1DA16","audio","Latn","apr","APRWBT"
"Arop-Sissano","WBT Version","P2APS/WBT","APSWBTP2DA","audio_drama",NULL,"aps","APSWBT"
"Safeyoka","1988 Wycliffe Bible Translators, Inc.","N2APZ/WBT","APZWBT","text_format","Latn","apz","APZWBT"
"Safeyoka","1988 Wycliffe Bible Translators, Inc.","N2APZ/WBT","APZWBT","text_plain","Latn","apz","APZWBT"
"Standard Arabic","Van Dyke Version - Egyptian voices","N2ARZKIDZ","ARBAKIS2DA","audio_drama",NULL,"arb","ARBAKI"
"Standard Arabic","Sharif Version","N2ARB/ASV","ARBAS1","text_plain","Arab","arb","ARBASV"
"Standard Arabic","Sharif Version","N2ARB/ASV","ARBAS1N2DA","audio_drama","Arab","arb","ARBASV"
"Standard Arabic","Sharif Version","N2ARB/ASV","ARBAS1N2DA16","audio_drama","Arab","arb","ARBASV"
"Standard Arabic","Sharif Version","N2ARB/ASV","ARBASVP2DV","video_stream","Arab","arb","ARBASV"
"Standard Arabic","Holy Bible, New Arabic Version ™ (Ketab El Hayat ™)","N1ARB/BIB","ARBBIB","text_plain","Arab","arb","ARBBIB"
"Standard Arabic","Holy Bible, New Arabic Version ™ (Ketab El Hayat ™)","N1ARB/BIB","ARBBIB","text_format","Arab","arb","ARBBIB"
"Standard Arabic","Holy Bible, New Arabic Version ™ (Ketab El Hayat ™)","N1ARB/BIB","ARBBIBC1DA","audio","Arab","arb","ARBBIB"
"Standard Arabic","Holy Bible, New Arabic Version ™ (Ketab El Hayat ™)","N1ARB/BIB","ARBBIBC1DA16","audio","Arab","arb","ARBBIB"
"Standard Arabic","Holy Bible, New Arabic Version ™ (Ketab El Hayat ™)","N1ARB/BIB","ARBBIBN1DA","audio","Arab","arb","ARBBIB"
"Standard Arabic","Holy Bible, New Arabic Version ™ (Ketab El Hayat ™)","N1ARB/BIB","ARBBIBN1DA16","audio","Arab","arb","ARBBIB"
"Standard Arabic","Holy Bible, New Arabic Version ™ (Ketab El Hayat ™)","O1ARB/BIB","ARBBIBO1DA","audio","Arab","arb","ARBBIB"
"Standard Arabic","Holy Bible, New Arabic Version ™ (Ketab El Hayat ™)","O1ARB/BIB","ARBBIBO1DA16","audio","Arab","arb","ARBBIB"
"Standard Arabic","Good News Version","N2ARB/GNV","ARBGNV","text_plain",NULL,"arb","ARBGNB"
"Standard Arabic","Good News Version","N2ARB/GNV","ARBGNVN2DA","audio_drama",NULL,"arb","ARBGNB"
"Standard Arabic","Holy Bible, New Arabic Version ™ (Ketab El Hayat ™)","N2ARB/IBS","ARBIBS","text_format","Arab","arb","ARBIBS"
"Standard Arabic","Holy Bible, New Arabic Version ™ (Ketab El Hayat ™)","N2ARB/IBS","ARBIBS","text_plain","Arab","arb","ARBIBS"
"Standard Arabic","Holy Bible, New Arabic Version ™ (Ketab El Hayat ™)","N2ARB/IBS","ARBIBSN2DA","audio_drama","Arab","arb","ARBIBS"
"Standard Arabic","Holy Bible, New Arabic Version ™ (Ketab El Hayat ™)","N2ARB/IBS","ARBIBSN2DA16","audio_drama","Arab","arb","ARBIBS"
"Standard Arabic","Easy to Read Version","N1ARB/WTC","ARBWTC","text_format","Arab","arb","ARBWTC"
"Standard Arabic","Easy to Read Version","N1ARB/WTC","ARBWTC","text_plain","Arab","arb","ARBWTC"
"Standard Arabic","Easy to Read Version","N1ARB/WTC","ARBWTCN1DA","audio","Arab","arb","ARBWTC"
"Standard Arabic","Easy to Read Version","N1ARB/WTC","ARBWTCN1DA16","audio","Arab","arb","ARBWTC"
"Standard Arabic","Easy to Read Version","O1ARB/WTC","ARBWTCO1DA","audio","Arab","arb","ARBWTC"
"Arabela","1986, 2008 La Liga Bíblica","N2ARL/TBL","ARLTBL","text_plain","Latn","arl","ARLTBL"
"Arabela","1986, 2008 La Liga Bíblica","N2ARL/TBL","ARLTBL","text_format","Latn","arl","ARLTBL"
"Western Armenian","Armenian Church of the Nazarene","P1ARM/ANC","ARMANCP1DA","audio",NULL,"hyw","HYEWANT"
"Western Armenian","Armenian Church of the Nazarene","P1ARM/ANC","ARMANCP1DA16","audio",NULL,"hyw","HYEWANT"
"Arapaho","Public Domain","P2ARP/PDV","ARPPDV","text_plain","Latn","arp","ARPPDV"
"Arapaho","Public Domain","P2ARP/PDV","ARPPDV","text_format","Latn","arp","ARPPDV"
"Mapudungun","Chilean Bible Society","N2ARU/SBU","ARUSBU","text_plain","Latn","arn","ARNSBU"
"Mapudungun","Chilean Bible Society","N2ARU/SBU","ARUSBUN2DA","audio_drama","Latn","arn","ARNSBU"
"Mapudungun","Chilean Bible Society","N2ARU/SBU","ARUSBUN2DA16","audio_drama","Latn","arn","ARNSBU"
"Moroccan Arabic","Morocco Bible Society, 2012","N1ARY/MBS","ARYMBSN1DA","audio","Arab","ary","ARYMBS"
"Moroccan Arabic","Morocco Bible Society, 2012","N1ARY/MBS","ARYMBSP2DV","video_stream","Arab","ary","ARYMBS"
"Standard Arabic","Van Dyke Version - Egyptian voices(multi voice & single Voice)","N1ARZ/VDV","ARZVDV","text_format","Arab","arb","ARBVDV"
"Standard Arabic","Van Dyke Version - Egyptian voices(multi voice & single Voice)","N1ARZ/VDV","ARZVDV","text_plain","Arab","arb","ARBVDV"
"Standard Arabic","Van Dyke Version - Egyptian voices(multi voice & single Voice)","N1ARZ/VDV","ARZVDVC1DA","audio","Arab","arb","ARBVDV"
"Standard Arabic","Van Dyke Version - Egyptian voices(multi voice & single Voice)","N2ARZ/VDV","ARZVDVC2DA","audio_drama","Arab","arb","ARBVDV"
"Standard Arabic","Van Dyke Version - Egyptian voices(multi voice & single Voice)","N1ARZ/VDV","ARZVDVN1DA","audio","Arab","arb","ARBVDV"
"Standard Arabic","Van Dyke Version - Egyptian voices(multi voice & single Voice)","N1ARZ/VDV","ARZVDVN1DA16","audio","Arab","arb","ARBVDV"
"Standard Arabic","Van Dyke Version - Egyptian voices(multi voice & single Voice)","N2ARZ/VDV","ARZVDVN2DA","audio_drama","Arab","arb","ARBVDV"
"Standard Arabic","Van Dyke Version - Egyptian voices(multi voice & single Voice)","N2ARZ/VDV","ARZVDVN2DA16","audio_drama","Arab","arb","ARBVDV"
"Standard Arabic","Van Dyke Version - Egyptian voices(multi voice & single Voice)","O1ARZ/VDV","ARZVDVO1DA","audio","Arab","arb","ARBVDV"
"Standard Arabic","Van Dyke Version - Egyptian voices(multi voice & single Voice)","O1ARB/VDV","ARZVDVO2DA","audio_drama","Arab","arb","ARBVDV"
"Standard Arabic","Van Dyke Version - Egyptian voices(multi voice & single Voice)","P2ARB/LPF","ARZVDVP2DV","video_stream","Arab","arb","ARBVDV"
"Asu (Tanzania)","1967 The Bible Society of Tanzania","N2ASA/BST","ASABST","text_format","Latn","asa","ASABST"
"Asu (Tanzania)","1967 The Bible Society of Tanzania","N2ASA/BST","ASABST","text_plain","Latn","asa","ASABST"
"Asu (Tanzania)","1967 The Bible Society of Tanzania","N2ASA/BST","ASABSTN1DA","audio","Latn","asa","ASABST"
"Asu (Tanzania)","1967 The Bible Society of Tanzania","N2ASA/BST","ASABSTN1DA16","audio","Latn","asa","ASABST"
"Asu (Tanzania)","1967 The Bible Society of Tanzania","N2ASA/BST","ASABSTN2DA","audio_drama","Latn","asa","ASABST"
"Asu (Tanzania)","1967 The Bible Society of Tanzania","N2ASA/BST","ASABSTN2DA16","audio_drama","Latn","asa","ASABST"
"Asu (Tanzania)","1967 The Bible Society of Tanzania","N2ASA/BST","ASABSTP2DV","video_stream","Latn","asa","ASABST"
"American Sign Language","American Sign Language Version","ASESLVN2DV","ASESLV","text_plain",NULL,"ase","ASESLV"
"Cishingini","WBT Version","N2ASG/WBT","ASGWBT","text_format","Latn","asg","ASGWBT"
"Cishingini","WBT Version","N2ASG/WBT","ASGWBT","text_plain","Latn","asg","ASGWBT"
"Assamese","Bible Society of India","N2ASM/BSI","ASMBSIN2DA","audio_drama",NULL,"asm","ASMSER"
"Dano","1989 World Home Bible League","N2ASO/TBL","ASOTBL","text_format","Latn","aso","ASOTBL"
"Dano","1989 World Home Bible League","N2ASO/TBL","ASOTBL","text_plain","Latn","aso","ASOTBL"
"Pele-Ata","2009 Wycliffe Bible Translators, Inc.","N1ATA/PNG","ATAPNG","text_plain","Latn","ata","ATAPNG"
"Pele-Ata","2009 Wycliffe Bible Translators, Inc.","N1ATA/PNG","ATAPNG","text_format","Latn","ata","ATAPNG"
"Zaiwa","Wycliffe Bible Translators, Inc. 2009","N2ATB/BSM","ATBBSM","text_format","Latn","atb","ATBBSM"
"Zaiwa","Wycliffe Bible Translators, Inc. 2009","N2ATB/BSM","ATBBSM","text_plain","Latn","atb","ATBBSM"
"Zaiwa","Wycliffe Bible Translators, Inc. 2009","N2ATB/BSM","ATBBSMN1DA","audio","Latn","atb","ATBBSM"
"Zaiwa","Wycliffe Bible Translators, Inc. 2009","N2ATB/BSM","ATBBSMN2DA","audio_drama","Latn","atb","ATBBSM"
"Ivbie North-Okpela-Arhe","WBT & NBTT 2012","N2ATG/WYI","ATGWYI","text_plain","Latn","atg","ATGWYI"
"Ivbie North-Okpela-Arhe","WBT & NBTT 2012","N2ATG/WYI","ATGWYIN1DA","audio","Latn","atg","ATGWYI"
"Ivbie North-Okpela-Arhe","WBT & NBTT 2012","N2ATG/WYI","ATGWYIN1DA16","audio","Latn","atg","ATGWYI"
"Ivbie North-Okpela-Arhe","WBT & NBTT 2012","N2ATG/WYI","ATGWYIN2DA","audio_drama","Latn","atg","ATGWYI"
"Ivbie North-Okpela-Arhe","WBT & NBTT 2012","N2ATG/WYI","ATGWYIN2DA16","audio_drama","Latn","atg","ATGWYI"
"Ivbie North-Okpela-Arhe","WBT & NBTT 2012","N2ATG/WYI","ATGWYIP2DV","video_stream","Latn","atg","ATGWYI"
"Aralle-Tabulahan","2004 Lembaga Alkitab Indonesia","N2ATQ/LAI","ATQLAI","text_plain","Latn","atq","ATQLAI"
"Aralle-Tabulahan","2004 Lembaga Alkitab Indonesia","N2ATQ/LAI","ATQLAIN1DA","audio","Latn","atq","ATQLAI"
"Aralle-Tabulahan","2004 Lembaga Alkitab Indonesia","N2ATQ/LAI","ATQLAIN1DA16","audio","Latn","atq","ATQLAI"
"Aralle-Tabulahan","2004 Lembaga Alkitab Indonesia","N2ATQ/LAI","ATQLAIN2DA","audio_drama","Latn","atq","ATQLAI"
"Aralle-Tabulahan","2004 Lembaga Alkitab Indonesia","N2ATQ/LAI","ATQLAIN2DA16","audio_drama","Latn","atq","ATQLAI"
"Aralle-Tabulahan","2004 Lembaga Alkitab Indonesia","N2ATQ/LAI","ATQLAIP2DV","video_stream","Latn","atq","ATQLAI"
"Waorani","2009 Wycliffe Bible Translators, Inc.","N2AUC/WBT","AUCWBT","text_format","Latn","auc","AUCWBT"
"Waorani","2009 Wycliffe Bible Translators, Inc.","N2AUC/WBT","AUCWBT","text_plain","Latn","auc","AUCWBT"
"Waorani","2009 Wycliffe Bible Translators, Inc.","N2AUC/WBT","AUCWBTN1DA","audio","Latn","auc","AUCWBT"
"Waorani","2009 Wycliffe Bible Translators, Inc.","N2AUC/WBT","AUCWBTN2DA","audio_drama","Latn","auc","AUCWBT"
"Waorani","2009 Wycliffe Bible Translators, Inc.","N2AUC/WBT","AUCWBTN2DA16","audio_drama","Latn","auc","AUCWBT"
"Anuki","2010 Wycliffe Bible Translators, Inc.","P2AUI/WBT","AUIWBT","text_plain","Latn","aui","AUIWBT"
"Anuki","2010 Wycliffe Bible Translators, Inc.","P2AUI/WBT","AUIWBT","text_format","Latn","aui","AUIWBT"
"English","Good News Bible","N1AUS/GNB","AUSGNBN1DA","audio","Shaw","eng","ENGGNB"
"English","Good News Bible","N2AUS/GNB","AUSGNBN2DA","audio_drama","Shaw","eng","ENGGNB"
"Awiyaana","1984 Wycliffe Bible Translators, Inc.","N2AUY/WBT","AUYWBT","text_plain","Latn","auy","AUYWBT"
"Awiyaana","1984 Wycliffe Bible Translators, Inc.","N2AUY/WBT","AUYWBT","text_format","Latn","auy","AUYWBT"
"Avaric","2008 Institute for Bible Translation, Moscow","N2AVA/IBT","AVAIBT","text_format","Cyrl","ava","AVAANT"
"Avaric","2008 Institute for Bible Translation, Moscow","N2AVA/IBT","AVAIBT","text_plain","Cyrl","ava","AVAANT"
"Avaric","2008 Institute for Bible Translation, Moscow","N2AVA/IBT","AVAIBTN1DA","audio","Cyrl","ava","AVAANT"
"Avaric","2008 Institute for Bible Translation, Moscow","N2AVA/IBT","AVAIBTN2DA","audio_drama","Cyrl","ava","AVAANT"
"Avaric","2008 Institute for Bible Translation, Moscow","N2AVA/IBT","AVAIBTN2DA16","audio_drama","Cyrl","ava","AVAANT"
"Avaric","2008 Institute for Bible Translation, Moscow","N2AVA/IBT","AVAIBTP2DV","video_stream","Cyrl","ava","AVAANT"
"Avatime","Wycliffe Bible Translators, Inc","N2AVN/WBT","AVNWBT","text_format","Latn","avn","AVNWBT"
"Avatime","Wycliffe Bible Translators, Inc","N2AVN/WBT","AVNWBT","text_plain","Latn","avn","AVNWBT"
"Avatime","Wycliffe Bible Translators, Inc","N2AVN/WBT","AVNWBTN1DA","audio","Latn","avn","AVNWBT"
"Avatime","Wycliffe Bible Translators, Inc","N2AVN/WBT","AVNWBTN2DA","audio_drama","Latn","avn","AVNWBT"
"Avatime","Wycliffe Bible Translators, Inc","N2AVN/WBT","AVNWBTP2DV","video_stream","Latn","avn","AVNWBT"
"Au","1992 Wycliffe Bible Translators, Inc.","N2AVT/WBT","AVTWBT","text_format","Latn","avt","AVTWBT"
"Au","1992 Wycliffe Bible Translators, Inc.","N2AVT/WBT","AVTWBT","text_plain","Latn","avt","AVTWBT"
"Avokaya","2002 Wycliffe Bible Translators Inc.","N2AVU/WBT","AVUWBT","text_plain",NULL,"avu","AVUWBT"
"Avokaya","2002 Wycliffe Bible Translators Inc.","N2AVU/WBT","AVUWBTN2DA","audio_drama",NULL,"avu","AVUWBT"
"Avokaya","2002 Wycliffe Bible Translators Inc.","N2AVU/WBT","AVUWBTN2DA16","audio_drama",NULL,"avu","AVUWBT"
"Awadhi","New India Bible Version (Pavithar Bible)","N2AWA/IBS","AWAIBSN2DA","audio_drama","Deva","awa","AWAIBS"
"Awadhi","Easy-to-Read Version","N2AWA/WTC","AWAWTC","text_plain","Deva","awa","AWAWTC"
"Awadhi","Easy-to-Read Version","N2AWA/WTC","AWAWTC","text_format","Deva","awa","AWAWTC"
"Awadhi","Easy-to-Read Version","N2AWA/WTC","AWAWTCN2DA","audio_drama","Deva","awa","AWAWTC"
"Awadhi","Easy-to-Read Version","N2AWA/WTC","AWAWTCN2DA16","audio_drama","Deva","awa","AWAWTC"
"Awadhi","Easy-to-Read Version","N2AWA/WTC","AWAWTCP2DV","video_stream","Deva","awa","AWAWTC"
"Awa (Papua New Guinea)","Bible League, Int'l","N2AWB/TBL","AWBTBL","text_plain","Latn","awb","AWBTBL"
"Awa (Papua New Guinea)","Bible League, Int'l","N2AWB/TBL","AWBTBLN2DA","audio_drama","Latn","awb","AWBTBL"
"Awa (Papua New Guinea)","Bible League, Int'l","N2AWB/TBL","AWBTBLN2DA16","audio_drama","Latn","awb","AWBTBL"
"Awa (Papua New Guinea)","Bible League, Int'l","N2AWB/TBL","AWBTBLP2DV","video_stream","Latn","awb","AWBTBL"
"Awngi","The Word for the World Edition","N1AWN/DPI","AWNDPIN1DA","audio",NULL,"awn","AWNDPI"
"Awngi","The Word for the World Edition","N1AWN/DPI","AWNDPIN1DA16","audio",NULL,"awn","AWNDPI"
"Awara","2011 Wycliffe Bible Translators, Inc.","P2AWX/WBT","AWXWBT","text_format","Latn","awx","AWXWBT"
"Awara","2011 Wycliffe Bible Translators, Inc.","P2AWX/WBT","AWXWBT","text_plain","Latn","awx","AWXWBT"
